,paste your data here:,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
T,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,,,,
80,0.350189727140331,0.316549133136603,0.289291561573521,0.297827296734382,0.313848982033922,0.291427401357042,0.297337968172873,0.291035101591529,0.285310035761701,0.305971172443377,0.291758761739668,0.310934857224043,,,,
81,0.325748706020193,0.290150450523827,0.266975610344786,0.27521560547434,0.284610956810613,0.269488844170257,0.27742744778456,0.27125501918134,0.266500131491218,0.28844398561992,0.269295049842058,0.283702377328623,,,,
82,0.311205633574878,0.26295238868406,0.236638610540111,0.249637853469499,0.260042832990521,0.251691935502079,0.254184709384256,0.248293977503254,0.240335563510747,0.259066534987628,0.249467374551513,0.270456044513545,,,,
83,0.275129870281858,0.228112480751182,0.214389704380412,0.231383411349576,0.245130021950523,0.229698797460405,0.232728440122419,0.229003814813446,0.224953260126779,0.240016703819208,0.232276521103841,0.246035560513317,,,,
84,0.251364574202526,0.220886894637763,0.195704377730131,0.212900463770637,0.222697072576105,0.213893158127428,0.213670374450324,0.214223660474782,0.202883510145843,0.217497661002501,0.21401341507324,0.230397995732997,,,,
85,0.230917068429166,0.189735048356286,0.172946979418505,0.189144467327013,0.199648740239734,0.190317814289342,0.192441592620229,0.19592739738225,0.186942185779982,0.196052879349671,0.200201902448376,0.21470237099481,,,,
86,0.208994812712107,0.169586776410024,0.14944333596597,0.166863032892135,0.183556580086831,0.176753362482409,0.175000040321652,0.17458401779064,0.168840559077196,0.180396619347736,0.182671172768525,0.201173484892799,,,,
87,0.190222178828101,0.152689723065516,0.131431700517722,0.153737827171721,0.165133824892065,0.156414388216244,0.159166167289111,0.158718890624818,0.152238112509556,0.161779641921141,0.166169363742271,0.187720495885443,,,,
88,0.168476158320701,0.130226430572001,0.118902396235464,0.128901407885576,0.150572120079498,0.143099659351566,0.142723162384678,0.144254725514741,0.140143838072231,0.147940362469767,0.150788871449674,0.171509301826212,,,,
89,0.148859338347026,0.115060090625643,0.0965318032754645,0.119452351577564,0.131628404615624,0.128895954797183,0.129635303850043,0.129709772636573,0.12294321950137,0.131260904052724,0.140568320697842,0.154112008028792,,,,
90,0.136678670361037,0.0871967269248752,0.0717604940059474,0.102384743605646,0.117584255648456,0.110589056820818,0.110313452095018,0.117619991266891,0.109043003005234,0.118568868706202,0.127525854935956,0.147209998582964,,,,
91,0.118342998649302,0.0702540194026497,0.0632947131387328,0.0893494896861132,0.100442573413226,0.0973860545223513,0.0994864194475288,0.102746639948132,0.101985279093776,0.147872739806722,0.11315374938058,0.131424365386032,,,,
92,0.100439900470679,0.0637669255402249,0.0485444906608454,0.0683097512954819,0.0893995824841466,0.0861802855159132,0.0867938414027712,0.0943341708246699,0.0867595186932608,0.235501089989467,0.109464318937239,0.122938219485518,,,,
93,0.0811553579516206,0.0437930403931362,0.0415549360591177,0.0588207299254118,0.0787082067772197,0.0733399707794515,0.0763012218780301,0.0793344486173983,0.0737692006507104,0.225510128520844,0.0963290906519143,0.11291176153167,,,,
94,0.0727947861462114,0.0305973884528049,0.0311725769129858,0.0533752071614397,0.0620456763184749,0.0606125896004639,0.0634458772356707,0.0721542584261107,0.069056306714753,0.220000974070067,0.0862162088166067,0.101907901444867,,,,
95,0.0580632007507332,0.0217708786282469,0.0152907216664186,0.0352352704183383,0.0556305780397715,0.0503212052247954,0.0516326961021572,0.0616421018008658,0.0550937052123314,0.213688338363739,0.0772849890867928,0.0950593335511668,,,,
